id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
1100,58,retired,married,secondary,cellular,53,no,no,0,uknown,102,0,0
1101,29,admin.,married,secondary,cellular,287,no,yes,0,uknown,249,0,0
1102,27,unemployed,single,primary,cellular,223,no,no,0,uknown,103,0,0
1103,34,management,single,tertiary,cellular,1612,no,no,0,uknown,108,0,0
1104,31,admin.,single,secondary,NA,-133,yes,no,0,uknown,355,0,0
1105,59,retired,married,secondary,cellular,12438,no,no,0,uknown,91,0,0
1106,26,technician,single,secondary,NA,150,yes,no,0,uknown,216,0,0
1107,51,services,married,NA,NA,5801,yes,no,0,uknown,147,0,0
1108,46,admin.,divorced,secondary,NA,207,yes,no,0,uknown,485,0,0
1109,30,admin.,married,secondary,cellular,5220,yes,no,0,uknown,108,0,0
1110,47,blue-collar,married,primary,cellular,362,yes,no,0,uknown,111,0,0
1111,39,management,married,tertiary,cellular,3590,no,no,0,uknown,198,0,0
1112,38,admin.,married,tertiary,cellular,1980,no,no,0,uknown,176,0,0
1113,38,unemployed,married,primary,NA,338,no,no,0,uknown,219,0,0
1114,34,blue-collar,married,secondary,cellular,563,no,yes,2,low,384,0,0
1115,57,blue-collar,married,secondary,cellular,1412,yes,no,1,low,89,0,0
1116,41,admin.,married,secondary,NA,1309,yes,no,0,uknown,568,0,0
1117,43,blue-collar,married,secondary,NA,1071,yes,no,0,uknown,411,0,0
1118,34,services,married,secondary,cellular,4963,yes,no,2,low,208,0,0
1119,36,entrepreneur,married,tertiary,NA,9405,no,no,0,uknown,297,0,0
1120,52,management,divorced,secondary,NA,944,no,yes,0,uknown,119,0,0
1121,56,management,married,primary,NA,7747,no,no,0,uknown,103,0,0
1122,45,technician,single,NA,cellular,7108,yes,yes,3,low,53,0,0
1123,38,management,married,tertiary,cellular,4174,no,no,5,low,336,1074.62,0
1124,30,technician,single,tertiary,cellular,3086,yes,no,1,low,84,0,0
1125,34,technician,married,tertiary,NA,31,no,no,0,uknown,108,0,0
1126,32,management,single,tertiary,NA,1160,yes,yes,0,uknown,450,0,0
1127,44,self-employed,married,NA,telephone,680,yes,no,0,uknown,84,0,0
1128,37,blue-collar,married,primary,telephone,397,yes,no,0,uknown,13,0,0
1129,46,services,married,secondary,NA,1400,no,no,0,uknown,25,0,0
1130,38,student,single,tertiary,NA,1523,yes,no,0,uknown,17,0,0
1131,36,technician,single,secondary,NA,656,no,no,0,uknown,261,0,0
1132,34,technician,single,secondary,cellular,2131,yes,no,0,uknown,53,0,0
1133,44,blue-collar,married,secondary,NA,3224,yes,no,0,uknown,306,0,0
1134,39,self-employed,single,tertiary,cellular,2298,yes,yes,18,uknown,13,0,0
1135,33,admin.,married,secondary,cellular,0,yes,no,0,uknown,57,0,0
1136,34,management,married,tertiary,cellular,5195,no,no,0,uknown,25,0,0
1137,37,technician,married,secondary,cellular,5115,yes,no,4,low,1210,765.78,0
1138,46,management,divorced,tertiary,cellular,1297,no,no,0,uknown,716,530.12,0
1139,60,housemaid,married,primary,cellular,211,no,no,1,low,480,0,0
1140,42,blue-collar,married,secondary,NA,30,no,no,0,uknown,366,0,0
1141,28,blue-collar,married,primary,NA,324,yes,no,0,uknown,175,0,0
1142,45,management,married,tertiary,NA,199,no,no,0,uknown,95,0,0
1143,33,admin.,married,secondary,cellular,2711,no,no,1,low,184,0,0
1144,43,unemployed,divorced,secondary,NA,4478,yes,no,0,uknown,133,0,0
1145,56,admin.,married,secondary,cellular,33,no,yes,0,uknown,111,0,0
1146,26,blue-collar,single,tertiary,cellular,449,yes,no,0,uknown,339,0,0
1147,47,blue-collar,married,primary,cellular,0,no,no,0,uknown,71,0,0
1148,34,management,married,tertiary,cellular,1433,no,no,0,uknown,170,0,0
1149,28,student,single,tertiary,cellular,5741,no,no,3,low,1042,313.97,0
1150,50,blue-collar,divorced,primary,cellular,1629,yes,no,0,uknown,67,0,0
1151,44,blue-collar,single,primary,cellular,343,yes,yes,0,uknown,19,0,0
1152,35,technician,married,secondary,cellular,2019,yes,yes,1,low,83,0,0
1153,28,blue-collar,single,secondary,cellular,-46,yes,no,12,high,154,244.15,0
1154,44,blue-collar,married,secondary,cellular,630,no,no,0,uknown,192,0,0
1155,44,self-employed,married,tertiary,NA,292,yes,no,0,uknown,162,0,0
1156,23,blue-collar,single,secondary,NA,525,yes,no,0,uknown,180,0,0
1157,36,blue-collar,married,secondary,NA,0,no,no,0,uknown,332,0,0
1158,58,management,married,tertiary,telephone,7387,no,no,0,uknown,85,0,0
1159,37,blue-collar,single,secondary,cellular,263,no,no,0,uknown,143,0,0
1160,39,technician,divorced,secondary,cellular,688,yes,yes,0,uknown,214,0,0
1161,31,technician,married,secondary,cellular,4,yes,no,0,uknown,234,0,0
1162,62,retired,married,tertiary,cellular,4692,yes,no,1,low,113,0,0
1163,37,management,married,secondary,cellular,510,yes,no,6,low,67,0,0
1164,32,student,single,tertiary,cellular,922,no,no,0,uknown,338,0,0
1165,38,technician,single,secondary,NA,1685,yes,no,0,uknown,185,0,0
1166,58,unemployed,married,secondary,telephone,610,yes,no,0,uknown,246,0,0
1167,48,retired,married,tertiary,cellular,4,no,yes,0,uknown,70,0,0
1168,57,blue-collar,divorced,secondary,cellular,644,no,yes,0,uknown,263,0,0
1169,28,admin.,married,secondary,cellular,317,yes,no,0,uknown,673,0,0
1170,46,blue-collar,married,primary,cellular,101,yes,no,5,high,422,0,0
1171,39,technician,married,tertiary,NA,94,yes,yes,0,uknown,813,113.74,0
1172,38,student,married,secondary,cellular,134,no,no,0,uknown,91,0,0
1173,52,management,divorced,tertiary,cellular,2104,no,no,0,uknown,210,689.01,0
1174,49,technician,married,secondary,cellular,-142,yes,yes,0,uknown,73,0,0
1175,36,blue-collar,single,primary,NA,2491,no,yes,0,uknown,168,0,0
1176,46,technician,married,secondary,telephone,0,yes,no,0,uknown,181,0,0
1177,32,self-employed,single,secondary,NA,123,yes,no,0,uknown,278,0,0
1178,37,unemployed,married,secondary,cellular,356,no,no,1,low,33,0,0
1179,33,admin.,married,secondary,NA,1467,yes,no,0,uknown,85,0,0
1180,72,retired,married,NA,telephone,413,no,no,0,uknown,358,0,0
1181,51,management,married,tertiary,cellular,1612,yes,no,1,low,61,0,0
1182,38,technician,single,secondary,cellular,260,no,no,0,uknown,53,0,0
1183,31,management,married,tertiary,cellular,272,yes,no,0,uknown,174,0,0
1184,42,technician,divorced,secondary,cellular,2189,no,no,2,uknown,67,0,0
1185,27,technician,single,secondary,cellular,42,no,no,0,uknown,251,0,0
1186,31,technician,married,secondary,telephone,7,no,no,0,uknown,116,0,0
1187,50,management,married,tertiary,cellular,37,no,no,0,uknown,869,0,0
1188,50,management,divorced,tertiary,cellular,60,no,no,0,uknown,255,0,0
1189,24,student,single,secondary,cellular,2,no,no,0,uknown,48,0,0
1190,33,management,single,tertiary,cellular,1373,yes,no,2,low,17,0,0
1191,36,management,married,secondary,cellular,-267,no,no,0,uknown,368,0,0
1192,34,technician,married,primary,cellular,1301,no,no,0,uknown,56,0,0
1193,59,services,divorced,secondary,cellular,1,yes,no,5,uknown,602,257.61,0
1194,26,admin.,single,secondary,NA,-12,yes,no,0,uknown,98,0,0
1195,45,technician,married,secondary,NA,639,yes,no,0,uknown,192,0,0
1196,33,management,married,tertiary,cellular,271,yes,no,0,uknown,801,316.71,0
1197,30,technician,single,tertiary,cellular,2325,no,no,8,high,134,0,0
1198,32,management,married,tertiary,cellular,628,no,no,0,uknown,280,0,0
1199,36,admin.,married,tertiary,cellular,1145,yes,no,2,low,75,0,0
1200,25,management,single,tertiary,NA,99,yes,yes,0,uknown,102,0,0
1201,45,admin.,married,NA,NA,1783,no,no,0,uknown,11,0,0
1202,39,management,married,tertiary,cellular,28433,no,no,0,uknown,247,0,0
1203,57,retired,single,secondary,NA,630,no,no,0,uknown,276,0,0
1204,56,retired,married,tertiary,cellular,478,no,no,0,uknown,97,0,0
1205,56,services,married,secondary,cellular,-8,no,no,0,uknown,159,0,0
1206,34,technician,single,secondary,cellular,1313,no,no,6,low,176,0,0
1207,30,unemployed,single,secondary,telephone,2303,no,no,0,uknown,193,0,0
1208,35,admin.,single,secondary,cellular,1810,yes,no,0,uknown,65,0,0
1209,47,services,married,secondary,telephone,759,yes,no,2,low,75,0,0
1210,47,technician,married,secondary,cellular,0,yes,no,0,uknown,234,0,0
1211,60,blue-collar,divorced,secondary,NA,1310,no,no,0,uknown,152,0,0
1212,38,admin.,single,secondary,NA,623,yes,yes,0,uknown,44,0,0
1213,35,admin.,single,secondary,telephone,943,no,no,0,uknown,24,0,0
1214,46,self-employed,married,secondary,cellular,156,no,no,0,uknown,268,0,0
1215,42,entrepreneur,married,secondary,cellular,0,yes,no,4,low,331,234.88,0
1216,57,management,married,tertiary,NA,3431,yes,no,0,uknown,73,0,0
1217,37,management,married,tertiary,cellular,751,yes,no,0,uknown,186,0,0
1218,43,blue-collar,married,primary,NA,632,yes,no,0,uknown,440,0,0
1219,39,services,divorced,secondary,NA,2,yes,yes,0,uknown,62,0,0
1220,47,admin.,married,secondary,cellular,3386,no,yes,0,uknown,360,0,0
1221,30,blue-collar,married,secondary,cellular,913,yes,yes,0,uknown,433,0,0
1222,30,services,single,secondary,cellular,-172,yes,yes,2,uknown,282,0,0
1223,35,unemployed,married,primary,NA,859,no,no,0,uknown,330,0,0
1224,56,self-employed,married,NA,NA,7,no,no,0,uknown,305,0,0
1225,47,technician,married,primary,cellular,1280,no,no,0,uknown,51,0,0
1226,25,blue-collar,single,secondary,NA,0,yes,no,0,uknown,244,0,0
1227,33,technician,married,secondary,cellular,2666,no,no,0,uknown,117,0,0
1228,32,student,single,secondary,cellular,329,yes,no,0,uknown,237,0,0
1229,42,blue-collar,divorced,primary,cellular,28,yes,no,0,uknown,213,0,0
1230,33,management,married,tertiary,cellular,26721,no,no,0,uknown,435,0,0
1231,27,self-employed,single,tertiary,cellular,1393,no,no,1,low,382,0,0
1232,35,technician,single,secondary,cellular,391,no,no,0,uknown,152,0,0
1233,37,management,married,tertiary,cellular,64,no,no,1,low,219,0,0
1234,45,blue-collar,married,secondary,cellular,28,no,yes,1,uknown,215,0,0
1235,29,blue-collar,married,primary,NA,1615,yes,no,0,uknown,551,0,0
1236,57,management,married,tertiary,cellular,334,yes,no,2,low,169,0,0
1237,38,services,single,primary,cellular,393,yes,no,0,uknown,200,0,0
1238,60,management,married,tertiary,cellular,0,yes,no,0,uknown,59,0,0
1239,45,blue-collar,divorced,primary,cellular,0,yes,no,0,uknown,211,0,0
1240,34,blue-collar,married,NA,cellular,0,yes,no,0,uknown,183,0,0
1241,57,retired,married,secondary,NA,519,yes,no,0,uknown,393,0,0
1242,39,technician,married,secondary,cellular,1587,yes,no,3,high,108,379.96,0
1243,38,management,married,NA,cellular,3576,no,no,1,high,349,962.82,0
1244,49,blue-collar,married,primary,telephone,305,yes,yes,0,uknown,834,0,0
1245,49,entrepreneur,married,secondary,cellular,273,no,no,0,uknown,58,0,0
1246,34,management,married,tertiary,cellular,1674,yes,no,7,low,113,0,0
1247,37,services,married,secondary,cellular,6089,yes,no,0,uknown,616,843.81,0
1248,32,blue-collar,married,primary,cellular,634,no,no,0,uknown,696,317.37,0
1249,44,technician,married,secondary,cellular,326,yes,no,0,uknown,108,0,0
1250,33,admin.,married,secondary,cellular,177,yes,no,0,uknown,100,0,0
1251,30,student,single,secondary,cellular,48,no,no,1,low,161,27.01,0
1252,63,housemaid,married,primary,telephone,3173,no,no,0,uknown,154,0,0
1253,35,services,married,secondary,cellular,128,yes,no,0,uknown,136,0,0
1254,57,retired,married,secondary,cellular,2714,no,no,0,uknown,106,0,0
1255,47,management,divorced,tertiary,cellular,-49,yes,no,23,low,14,0,0
1256,47,blue-collar,married,secondary,cellular,8148,yes,no,0,uknown,247,0,0
1257,63,retired,divorced,secondary,cellular,1490,no,no,0,uknown,506,98.52,0
1258,39,management,married,tertiary,NA,183,yes,no,0,uknown,324,0,0
1259,37,management,single,secondary,cellular,45,no,no,0,uknown,99,0,0
1260,59,management,divorced,tertiary,cellular,7813,yes,no,0,uknown,75,0,0
1261,56,management,married,tertiary,cellular,1390,yes,no,0,uknown,543,521.44,0
1262,31,technician,single,secondary,telephone,4888,yes,no,2,low,475,0,0
1263,26,student,single,tertiary,cellular,2182,yes,no,1,uknown,42,0,0
1264,36,blue-collar,married,secondary,cellular,55,yes,no,0,uknown,323,0,0
1265,58,blue-collar,married,primary,telephone,3,no,yes,0,uknown,55,0,0
1266,39,blue-collar,married,secondary,telephone,1307,yes,no,0,uknown,158,360.57,0
1267,60,management,married,secondary,telephone,0,no,no,3,low,1745,0,0
1268,57,admin.,divorced,primary,NA,987,no,no,0,uknown,295,0,0
1269,29,technician,single,secondary,NA,22008,yes,no,0,uknown,139,0,0
1270,52,technician,married,secondary,cellular,3554,no,yes,0,uknown,89,0,0
1271,28,student,single,tertiary,cellular,0,no,no,7,uknown,294,241.46,0
1272,36,services,single,primary,NA,58,yes,no,0,uknown,134,0,0
1273,34,services,married,primary,NA,1042,yes,no,0,uknown,167,0,0
1274,52,housemaid,married,secondary,cellular,1182,yes,no,0,uknown,103,0,0
1275,33,admin.,divorced,secondary,cellular,1762,yes,no,0,uknown,146,0,0
1276,40,entrepreneur,married,tertiary,NA,1953,yes,no,0,uknown,112,0,0
1277,32,management,single,tertiary,cellular,0,no,no,1,uknown,98,0,0
1278,24,student,single,secondary,telephone,387,no,no,0,uknown,340,42.15,0
1279,55,self-employed,married,secondary,cellular,0,no,no,0,uknown,172,0,0
1280,30,management,single,tertiary,cellular,398,no,no,3,high,102,305.41,0
1281,31,blue-collar,single,secondary,NA,216,yes,no,0,uknown,128,0,0
1282,31,management,married,tertiary,cellular,13,no,no,0,uknown,110,0,0
1283,49,blue-collar,married,primary,NA,284,yes,no,0,uknown,81,0,0
1284,50,unemployed,single,tertiary,cellular,0,yes,no,0,uknown,102,0,0
1285,57,self-employed,married,primary,cellular,-34,yes,yes,2,low,108,0,0
1286,34,blue-collar,married,secondary,cellular,156,yes,no,0,uknown,393,0,0
1287,25,management,single,tertiary,cellular,137,yes,no,0,uknown,281,0,0
1288,32,blue-collar,married,secondary,cellular,298,yes,no,7,low,163,0,0
1289,52,technician,divorced,secondary,cellular,280,no,no,0,uknown,393,0,0
1290,38,management,married,secondary,NA,0,yes,no,0,uknown,233,0,0
1291,36,technician,divorced,secondary,NA,141,yes,no,0,uknown,319,0,0
1292,31,admin.,single,secondary,cellular,1201,no,no,0,uknown,270,0,0
1293,51,unemployed,divorced,tertiary,cellular,0,no,no,0,uknown,574,229.14,0
1294,49,services,married,primary,cellular,0,yes,no,1,uknown,13,0,0
1295,33,management,married,tertiary,NA,113,yes,no,0,uknown,101,0,0
1296,37,admin.,married,secondary,telephone,3420,no,no,0,uknown,92,0,0
1297,49,blue-collar,single,secondary,cellular,8982,yes,no,1,low,470,0,0
1298,51,housemaid,married,primary,cellular,618,yes,yes,0,uknown,69,0,0
1299,56,blue-collar,married,primary,telephone,0,yes,no,0,uknown,293,0,0
1300,38,admin.,married,secondary,NA,1,no,no,0,uknown,76,0,0
1301,56,management,married,tertiary,NA,779,yes,no,0,uknown,164,0,0
1302,39,blue-collar,married,secondary,NA,3231,yes,yes,0,uknown,164,0,0
1303,27,management,single,tertiary,cellular,212,yes,no,0,uknown,373,0,0
1304,26,admin.,married,tertiary,NA,685,yes,no,0,uknown,346,0,0
1305,31,technician,single,tertiary,NA,491,yes,no,0,uknown,237,0,0
1306,52,management,single,tertiary,cellular,1727,no,no,0,uknown,337,0,0
1307,37,services,married,secondary,NA,2132,no,no,0,uknown,232,0,0
1308,36,technician,married,secondary,cellular,129,yes,no,0,uknown,64,0,0
1309,31,blue-collar,single,secondary,cellular,1139,yes,no,0,uknown,101,0,0
1310,38,admin.,married,secondary,NA,9618,yes,no,0,uknown,214,0,0
1311,41,management,single,tertiary,NA,11008,no,no,0,uknown,1540,2468.08,0
1312,40,self-employed,single,tertiary,cellular,1693,yes,no,0,uknown,353,0,0
1313,30,self-employed,married,tertiary,NA,805,yes,no,2,uknown,20,0,0
1314,33,admin.,married,tertiary,telephone,882,no,no,3,low,39,0,0
1315,30,technician,single,secondary,cellular,592,yes,no,0,uknown,353,0,0
1316,30,technician,married,tertiary,cellular,910,no,no,0,uknown,228,0,0
1317,35,technician,single,secondary,NA,-229,yes,no,0,uknown,100,0,0
1318,34,blue-collar,married,secondary,NA,1257,yes,no,0,uknown,109,0,0
1319,61,retired,married,secondary,NA,173,no,no,0,uknown,182,0,0
1320,33,technician,married,secondary,cellular,668,yes,yes,4,uknown,771,0,0
1321,40,management,married,tertiary,cellular,324,no,no,0,uknown,208,0,0
1322,50,unemployed,married,secondary,NA,5164,no,no,0,uknown,117,0,0
1323,42,blue-collar,married,primary,NA,1742,yes,no,0,uknown,420,0,0
1324,37,technician,married,tertiary,NA,8730,yes,no,0,uknown,149,0,0
1325,35,entrepreneur,married,tertiary,cellular,0,no,no,0,uknown,150,0,0
1326,32,management,married,tertiary,cellular,3154,no,no,4,low,126,0,0
1327,34,management,married,tertiary,cellular,-422,yes,no,0,uknown,458,0,0
1328,54,management,married,primary,cellular,2587,no,no,0,uknown,236,758.01,0
1329,27,student,single,tertiary,cellular,5169,yes,no,3,high,431,281.65,0
1330,28,admin.,married,secondary,cellular,105,no,no,0,uknown,130,0,0
1331,31,technician,single,tertiary,cellular,418,no,no,0,uknown,67,0,0
1332,37,management,single,tertiary,cellular,254,no,no,0,uknown,120,0,0
1333,28,services,single,secondary,cellular,1636,yes,no,2,low,97,0,0
1334,55,management,married,primary,cellular,621,no,yes,1,low,114,0,0
1335,79,retired,married,secondary,telephone,668,no,no,0,uknown,363,60.44,0
1336,30,blue-collar,married,primary,cellular,236,yes,no,1,low,44,0,0
1337,26,management,single,secondary,cellular,2613,no,no,0,uknown,326,760.65,0
1338,37,entrepreneur,married,tertiary,cellular,189,no,no,0,uknown,253,281.7,0
1339,27,services,single,secondary,cellular,150,no,no,0,uknown,81,0,0
1340,35,technician,married,secondary,cellular,1092,no,no,1,low,132,0,0
1341,53,management,married,NA,NA,12001,no,no,0,uknown,207,0,0
1342,33,blue-collar,married,secondary,cellular,1233,yes,no,0,uknown,141,0,0
1343,32,admin.,married,secondary,NA,-458,no,no,0,uknown,143,0,0
1344,42,self-employed,married,secondary,cellular,399,no,no,0,uknown,296,0,0
1345,30,technician,married,secondary,NA,-1,yes,no,0,uknown,323,0,0
1346,50,management,married,tertiary,cellular,5124,yes,no,0,uknown,111,0,0
1347,31,technician,single,secondary,cellular,9,no,no,0,uknown,167,0,0
1348,26,unemployed,single,tertiary,cellular,3466,no,no,0,uknown,275,196.68,0
1349,30,management,single,tertiary,cellular,4091,no,no,0,uknown,96,0,0
1350,48,blue-collar,married,primary,NA,5172,yes,no,0,uknown,144,0,0
1351,28,admin.,married,secondary,cellular,-393,yes,yes,2,low,247,0,0
1352,33,blue-collar,married,secondary,cellular,23,yes,no,0,uknown,173,0,0
1353,33,management,single,tertiary,cellular,134,no,no,0,uknown,79,0,0
1354,54,housemaid,married,secondary,NA,167,yes,no,0,uknown,547,0,0
1355,46,retired,married,primary,NA,1374,no,yes,0,uknown,22,0,0
1356,26,blue-collar,single,secondary,cellular,1006,yes,no,0,uknown,667,328.95,0
1357,32,blue-collar,married,secondary,cellular,150,no,no,0,uknown,210,0,0
1358,42,services,married,secondary,cellular,115,yes,yes,2,low,161,0,0
1359,36,blue-collar,single,secondary,cellular,103,yes,no,0,uknown,200,0,0
1360,49,entrepreneur,married,secondary,NA,27,no,no,0,uknown,131,0,0
1361,52,self-employed,married,tertiary,cellular,583,yes,no,0,uknown,132,0,0
1362,31,management,single,tertiary,cellular,34,no,no,0,uknown,121,0,0
1363,42,management,married,tertiary,telephone,1220,yes,no,0,uknown,155,0,0
1364,59,management,married,tertiary,cellular,0,no,no,0,uknown,87,0,0
1365,43,technician,single,tertiary,NA,27733,yes,no,0,uknown,164,0,0
1366,50,technician,married,tertiary,telephone,3337,yes,yes,0,uknown,24,0,0
1367,51,blue-collar,married,primary,cellular,296,yes,no,0,uknown,211,0,0
1368,33,entrepreneur,married,tertiary,cellular,83,yes,no,0,uknown,70,0,0
